Months_loan_taken_for,Purpose,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant,Primary_applicant_age_in_years,Gender,Marital_status,Housing,Years_at_current_residence,Employment_status,Foreign_worker,Savings_account_balance,other_emi,employed_range,Principal_loan_amount_log
9,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,0,49,1,divorced/separated/married,1,4,skilled employee / official,1,Low,0,7 years and up,13.934182087681773
24,electronic equipment,4,No Property,0,0,2,critical/pending loans at other banks,1,38,1,single,1,4,skilled employee / official,1,Low,1,0 year - 1 year,14.01107734150825
24,new vehicle,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,24,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,0 year - 1 year,14.003648500079668
10,new vehicle,4,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,1,27,1,single,1,4,unskilled - resident,1,None,0,1 year - 4 years,14.084774044892036
15,used vehicle,2,car or other,0,0,1,critical/pending loans at other banks,0,36,1,single,1,2,skilled employee / official,1,High,0,1 year - 4 years,14.674172177001791
15,new vehicle,1,building society savings agreement/life insurance,0,0,1,paid,1,34,1,single,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,None,15.739759210238407
24,electronic equipment,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,28,1,married/widowed,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.161225661666665
39,used vehicle,4,car or other,0,0,1,existing loans paid back duly till now,0,45,1,single,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,15.965876437980809
12,new vehicle,4,real estate,0,0,1,existing loans paid back duly till now,1,26,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,13.539757056377766
36,used vehicle,2,No Property,0,0,1,existing loans paid back duly till now,0,32,1,single,0,2,management / self-employed / highly qualified employee / officer,1,Low,0,1 year - 4 years,15.360089898049878
15,business,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,26,1,single,0,4,skilled employee / official,1,Low,0,4 years - 7 years,14.803935887597628
12,electronic equipment,4,real estate,1,0,2,delay in paying off loans in the past,0,20,1,married/widowed,0,4,skilled employee / official,1,Low,0,1 year - 4 years,13.279367126213993
24,new vehicle,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,54,1,single,1,1,skilled employee / official,1,None,0,0 year - 1 year,14.628660530918916
6,new vehicle,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,37,0,divorced/separated/married,1,3,skilled employee / official,0,Low,0,4 years - 7 years,13.319573546692034
6,new vehicle,2,real estate,0,0,1,critical/pending loans at other banks,0,40,1,single,1,4,unskilled - resident,0,Low,0,0 year - 1 year,14.123730281633604
36,FF&E,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,1,23,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,0 year - 1 year,15.779400946484008
6,new vehicle,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,43,1,single,1,2,skilled employee / official,1,Low,0,7 years and up,14.000328994956815
6,electronic equipment,4,No Property,0,0,2,critical/pending loans at other banks,0,36,1,single,0,4,skilled employee / official,1,None,0,7 years and up,13.458835614025542
24,FF&E,3,No Property,0,0,2,critical/pending loans at other banks,0,44,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,15.521530568244618
18,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,1,24,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.975531474761029
48,FF&E,3,No Property,0,0,2,paid,1,53,1,single,0,4,skilled employee / official,1,Low,0,1 year - 4 years,15.778277824086013
24,used vehicle,3,car or other,0,0,1,existing loans paid back duly till now,0,23,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,4 years - 7 years,15.064839064011007
18,electronic equipment,4,real estate,0,1,1,existing loans paid back duly till now,0,26,0,divorced/separated/married,1,4,unskilled - resident,1,Low,0,1 year - 4 years,13.922569630257682
26,used vehicle,2,car or other,0,0,2,existing loans paid back duly till now,0,30,1,single,1,3,skilled employee / official,1,Low,0,0 year - 1 year,15.890693042723727
15,education,4,car or other,0,0,1,critical/pending loans at other banks,0,31,0,divorced/separated/married,1,3,skilled employee / official,1,Low,0,1 year - 4 years,14.242084629282674
4,electronic equipment,2,real estate,0,0,2,critical/pending loans at other banks,0,42,1,single,1,1,unskilled - resident,1,Low,0,4 years - 7 years,14.222973668735111
36,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,1,31,1,divorced/separated/married,0,4,skilled employee / official,1,Low,0,1 year - 4 years,14.649288868263964
6,new vehicle,3,real estate,0,0,1,existing loans paid back duly till now,0,41,1,single,1,4,unskilled - resident,1,Low,0,0 year - 1 year,13.403020834919143
36,education,3,car or other,0,0,2,existing loans paid back duly till now,0,32,1,single,1,1,skilled employee / official,1,Low,0,4 years - 7 years,14.63661110283468
15,new vehicle,2,car or other,0,0,2,existing loans paid back duly till now,1,28,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,1 year - 4 years,14.78287456002243
12,used vehicle,4,real estate,0,0,1,delay in paying off loans in the past,0,41,1,married/widowed,0,4,skilled employee / official,1,Low,0,1 year - 4 years,14.222973668735111
24,electronic equipment,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,26,1,married/widowed,1,3,skilled employee / official,1,Low,0,4 years - 7 years,14.086300762745838
24,electronic equipment,4,car or other,0,0,2,existing loans paid back duly till now,0,25,1,single,1,2,skilled employee / official,1,None,0,0 year - 1 year,14.948524273349715
21,education,2,car or other,0,0,1,critical/pending loans at other banks,1,33,1,divorced/separated/married,0,1,skilled employee / official,1,Low,0,0 year - 1 year,14.65664661623767
6,new vehicle,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,75,0,divorced/separated/married,1,3,management / self-employed / highly qualified employee / officer,1,None,0,None,14.133236751764432
18,FF&E,3,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0,37,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,7 years and up,15.099772193519014
48,new vehicle,4,No Property,0,0,1,existing loans paid back duly till now,1,42,1,single,0,4,management / self-employed / highly qualified employee / officer,1,Low,1,7 years and up,15.864879415387817
18,FF&E,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,45,0,divorced/separated/married,1,1,unskilled - resident,1,Low,1,0 year - 1 year,14.930324225970391
12,electronic equipment,1,real estate,0,0,1,existing loans paid back duly till now,1,23,1,married/widowed,0,1,skilled employee / official,1,Low,0,0 year - 1 year,14.24338926090934
24,new vehicle,4,No Property,0,0,2,delay in paying off loans in the past,0,60,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,14.52453108768051
30,FF&E,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,31,1,single,1,4,skilled employee / official,1,None,0,7 years and up,15.663965370868874
18,FF&E,2,real estate,0,0,1,existing loans paid back duly till now,1,34,1,single,1,1,unskilled - resident,1,Low,0,1 year - 4 years,14.867729807062672
12,new vehicle,4,real estate,0,0,2,critical/pending loans at other banks,0,61,1,single,1,4,unskilled - resident,1,Low,0,7 years and up,14.042646130548022
24,new vehicle,4,real estate,0,0,2,delay in paying off loans in the past,1,43,1,single,0,2,skilled employee / official,1,Low,0,None,14.102942599160846
24,new vehicle,4,car or other,0,0,1,critical/pending loans at other banks,0,37,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,1 year - 4 years,14.519597678562551
24,electronic equipment,3,car or other,0,0,1,existing loans paid back duly till now,0,32,1,single,1,1,skilled employee / official,1,Low,1,4 years - 7 years,14.2550549797253
12,electronic equipment,4,real estate,0,0,1,paid,1,24,0,divorced/separated/married,1,4,unskilled - resident,1,Low,1,1 year - 4 years,13.347105650082236
48,used vehicle,2,No Property,0,0,2,critical/pending loans at other banks,0,35,1,single,0,1,skilled employee / official,1,None,0,4 years - 7 years,15.99683156346528
12,FF&E,4,real estate,0,0,2,critical/pending loans at other banks,0,23,0,divorced/separated/married,1,4,skilled employee / official,1,None,0,4 years - 7 years,13.811502536566737
6,electronic equipment,2,building society savings agreement/life insurance,0,0,1,paid,0,45,1,single,1,4,unskilled - resident,1,High,1,7 years and up,14.375126345899696
48,electronic equipment,1,real estate,0,1,2,existing loans paid back duly till now,1,34,1,married/widowed,1,1,skilled employee / official,1,Low,0,4 years - 7 years,15.761277839671676
12,new vehicle,4,car or other,0,0,1,critical/pending loans at other banks,0,27,1,single,1,1,skilled employee / official,1,Low,0,0 year - 1 year,14.5061546083061
9,education,4,building society savings agreement/life insurance,0,0,2,existing loans paid back duly till now,0,67,0,divorced/separated/married,1,4,management / self-employed / highly qualified employee / officer,1,Low,0,4 years - 7 years,13.996998434009653
12,electronic equipment,2,car or other,0,0,1,existing loans paid back duly till now,1,22,1,single,1,1,skilled employee / official,1,Low,1,0 year - 1 year,14.101441097377249
18,new vehicle,3,car or other,0,0,2,paid,1,28,0,divorced/separated/married,1,3,skilled employee / official,1,Low,0,0 year - 1 year,14.638808422989264
21,new vehicle,1,building society savings agreement/life insurance,0,0,2,paid,1,29,0,divorced/separated/married,1,4,skilled employee / official,1,None,1,1 year - 4 years,15.425548290470342
24,FF&E,3,car or other,0,0,1,paid,1,27,1,single,1,4,skilled employee / official,1,Low,1,4 years - 7 years,15.0830213830942
18,FF&E,2,real estate,0,0,2,critical/pending loans at other banks,1,31,1,single,1,2,unskilled - resident,1,Low,0,0 year - 1 year,14.471993754152628
24,used vehicle,4,No Property,0,0,1,existing loans paid back duly till now,0,49,1,single,0,4,skilled employee / official,1,None,1,7 years and up,14.902050265398117
24,electronic equipment,4,car or other,0,1,1,paid,1,24,1,single,0,4,unskilled - resident,1,Low,1,4 years - 7 years,14.251181508129504
6,electronic equipment,2,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,0,29,0,divorced/separated/married,1,1,skilled employee / official,1,Low,1,0 year - 1 year,13.434250138552928
36,new vehicle,1,No Property,0,0,1,existing loans paid back duly till now,1,37,1,single,0,4,skilled employee / official,1,None,0,1 year - 4 years,16.332319540097878
24,business,4,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0,37,1,single,1,2,management / self-employed / highly qualified employee / officer,1,None,1,1 year - 4 years,15.36562300431356
24,electronic equipment,3,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0,23,0,divorced/separated/married,0,2,skilled employee / official,1,Low,0,4 years - 7 years,14.255699102130825
12,new vehicle,2,car or other,0,0,1,existing loans paid back duly till now,1,36,1,divorced/separated/married,1,3,skilled employee / official,1,Low,0,4 years - 7 years,14.131780087267968
24,electronic equipment,2,car or other,0,0,1,critical/pending loans at other banks,0,34,1,single,1,2,skilled employee / official,1,High,0,7 years and up,14.76252446248127
48,electronic equipment,4,car or other,0,0,2,existing loans paid back duly till now,0,41,1,single,1,1,skilled employee / official,1,None,0,4 years - 7 years,15.196541089409063
48,electronic equipment,3,car or other,0,0,1,existing loans paid back duly till now,1,31,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,1 year - 4 years,15.726237546256373
24,FF&E,4,real estate,0,0,1,existing loans paid back duly till now,1,23,0,divorced/separated/married,0,4,unskilled - resident,1,Low,0,0 year - 1 year,14.989230319119187
30,electronic equipment,3,car or other,1,0,1,critical/pending loans at other banks,0,38,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,15.59957382055786
24,used vehicle,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,26,0,divorced/separated/married,0,4,management / self-employed / highly qualified employee / officer,1,None,0,None,15.50800202553366
15,business,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,22,0,divorced/separated/married,1,4,unskilled - resident,1,Low,0,1 year - 4 years,13.599839021488766
9,electronic equipment,4,car or other,0,0,2,existing loans paid back duly till now,0,27,1,single,1,4,unskilled - resident,1,Low,0,7 years and up,13.894321738388564
15,FF&E,2,car or other,1,0,2,critical/pending loans at other banks,0,24,0,divorced/separated/married,1,3,skilled employee / official,1,Low,1,4 years - 7 years,14.840835050862552
12,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,0,27,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,4 years - 7 years,14.89051298099325
24,education,3,car or other,0,0,2,critical/pending loans at other banks,0,33,0,divorced/separated/married,1,2,skilled employee / official,1,None,0,1 year - 4 years,14.471474947396503
36,new vehicle,4,car or other,0,0,2,critical/pending loans at other banks,1,27,1,divorced/separated/married,1,4,skilled employee / official,1,Low,0,0 year - 1 year,14.852247442914296
24,education,4,car or other,0,0,2,existing loans paid back duly till now,0,27,1,married/widowed,1,3,unskilled - resident,1,Low,0,0 year - 1 year,13.75043856122056
18,new vehicle,3,real estate,0,1,2,critical/pending loans at other banks,1,30,1,single,1,3,skilled employee / official,1,Low,1,7 years and up,13.869998743248344
12,new vehicle,1,real estate,0,0,2,critical/pending loans at other banks,0,49,1,single,1,3,unskilled - resident,1,Low,1,0 year - 1 year,14.954624789941713
9,FF&E,4,real estate,0,0,1,existing loans paid back duly till now,0,26,0,divorced/separated/married,0,2,skilled employee / official,1,Low,0,1 year - 4 years,14.143374420048886
36,FF&E,4,No Property,0,0,1,existing loans paid back duly till now,1,33,1,single,0,1,unskilled - resident,1,Low,0,0 year - 1 year,14.684290307167377
12,new vehicle,4,No Property,0,0,1,existing loans paid back duly till now,0,52,0,divorced/separated/married,0,4,management / self-employed / highly qualified employee / officer,1,None,0,7 years and up,14.573039997453488
18,FF&E,1,real estate,0,0,1,existing loans paid back duly till now,1,20,0,divorced/separated/married,0,4,skilled employee / official,1,Low,1,1 year - 4 years,14.527970049556592
9,new vehicle,2,real estate,0,0,2,critical/pending loans at other banks,0,36,1,single,0,2,skilled employee / official,1,Low,0,1 year - 4 years,14.84477276849759
12,FF&E,4,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,0,21,1,single,1,1,unskilled - resident,1,Low,0,1 year - 4 years,14.069377281921325
18,FF&E,4,real estate,0,0,1,existing loans paid back duly till now,1,47,1,married/widowed,1,3,unskilled - resident,1,Low,0,1 year - 4 years,14.011899371969664
12,FF&E,3,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,1,60,1,single,1,3,skilled employee / official,1,Low,0,7 years and up,14.624661414280526
12,electronic equipment,4,real estate,0,0,4,critical/pending loans at other banks,0,58,0,divorced/separated/married,1,3,unskilled - resident,1,Low,0,4 years - 7 years,12.86099861326992
24,new vehicle,4,car or other,0,0,2,delay in paying off loans in the past,0,42,0,divorced/separated/married,0,4,skilled employee / official,1,None,0,1 year - 4 years,14.4910028032855
21,business,4,real estate,0,0,1,existing loans paid back duly till now,0,36,0,divorced/separated/married,1,4,unskilled - resident,1,High,1,7 years and up,14.26785925197129
24,new vehicle,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,20,0,divorced/separated/married,0,4,unskilled - resident,1,Low,0,1 year - 4 years,14.815406873693226
24,None,4,car or other,0,0,1,paid,1,40,1,single,1,3,management / self-employed / highly qualified employee / officer,1,None,1,7 years and up,14.121523587100778
6,new vehicle,1,building society savings agreement/life insurance,0,0,1,paid,1,32,0,divorced/separated/married,1,1,unskilled - resident,1,Low,1,0 year - 1 year,13.744014556259204
24,new vehicle,4,car or other,0,0,2,existing loans paid back duly till now,1,23,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,4 years - 7 years,14.181541596827032
24,business,1,real estate,0,0,3,paid,1,36,1,single,1,4,unskilled - resident,1,Low,0,1 year - 4 years,15.260309648456728
18,new vehicle,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,1,31,1,single,1,2,skilled employee / official,1,Low,1,4 years - 7 years,14.836161305162673
24,business,1,No Property,0,0,1,delay in paying off loans in the past,0,32,1,single,0,2,skilled employee / official,1,Low,0,1 year - 4 years,15.166954641648418
7,electronic equipment,1,real estate,0,1,1,existing loans paid back duly till now,0,45,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,0 year - 1 year,14.660949548866478
9,FF&E,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,30,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,1 year - 4 years,13.729952669602628
24,education,4,No Property,0,0,1,paid,1,34,0,divorced/separated/married,0,4,unskilled - resident,1,Low,1,4 years - 7 years,14.423644364197262
36,FF&E,4,car or other,0,0,1,existing loans paid back duly till now,1,28,0,divorced/separated/married,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,1 year - 4 years,15.02417235177634
10,FF&E,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,23,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,0 year - 1 year,14.058456736574664
24,FF&E,4,real estate,0,0,1,paid,0,22,1,single,1,4,skilled employee / official,1,High,1,1 year - 4 years,14.8550803059986
24,business,3,real estate,0,0,1,critical/pending loans at other banks,0,74,1,single,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,1 year - 4 years,15.32534910517562
36,electronic equipment,4,No Property,1,0,1,existing loans paid back duly till now,1,50,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,1 year - 4 years,14.797963492092098
18,electronic equipment,4,real estate,0,0,1,existing loans paid back duly till now,0,33,1,single,1,1,skilled employee / official,1,Low,0,0 year - 1 year,14.533838037054515
15,used vehicle,4,No Property,0,0,1,existing loans paid back duly till now,0,45,1,single,0,4,skilled employee / official,1,None,1,7 years and up,14.077874822431763
12,FF&E,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,22,0,divorced/separated/married,1,3,skilled employee / official,1,Low,0,None,13.515755904278224
10,new vehicle,1,No Property,0,0,1,existing loans paid back duly till now,1,48,0,divorced/separated/married,0,4,unskilled - resident,1,Low,0,7 years and up,14.03062193758122
21,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,29,0,divorced/separated/married,1,2,skilled employee / official,1,High,1,0 year - 1 year,15.026558275962172
24,used vehicle,1,car or other,0,1,1,paid,0,22,0,divorced/separated/married,0,4,skilled employee / official,0,Low,1,1 year - 4 years,15.10529401870332
18,FF&E,4,real estate,0,0,1,delay in paying off loans in the past,1,22,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,4 years - 7 years,14.40773181993426
48,business,2,car or other,0,0,1,paid,0,48,1,single,1,2,management / self-employed / highly qualified employee / officer,1,None,1,1 year - 4 years,16.317274324818698
60,electronic equipment,2,No Property,0,0,1,delay in paying off loans in the past,0,27,1,single,0,2,management / self-employed / highly qualified employee / officer,1,None,0,1 year - 4 years,16.03002917208987
6,new vehicle,1,real estate,0,0,3,critical/pending loans at other banks,0,37,1,single,0,3,skilled employee / official,1,Low,0,1 year - 4 years,15.117335762457715
30,FF&E,2,car or other,1,0,1,existing loans paid back duly till now,1,21,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,1 year - 4 years,15.051272684779615
12,new vehicle,4,real estate,0,0,1,existing loans paid back duly till now,0,49,1,divorced/separated/married,1,2,unskilled - resident,1,Low,0,1 year - 4 years,13.369223455335854
21,business,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,27,1,single,1,3,skilled employee / official,1,Low,0,4 years - 7 years,15.110785520696997
18,new vehicle,3,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,1,32,1,single,1,2,skilled employee / official,1,Low,1,1 year - 4 years,14.24077829336862
48,business,4,real estate,0,0,1,existing loans paid back duly till now,1,38,1,divorced/separated/married,1,2,skilled employee / official,1,None,1,1 year - 4 years,15.180070426938158
12,FF&E,4,car or other,0,0,1,existing loans paid back duly till now,0,22,0,divorced/separated/married,0,1,skilled employee / official,1,Low,0,0 year - 1 year,14.43501119835592
18,electronic equipment,4,No Property,0,0,2,existing loans paid back duly till now,1,65,1,single,0,4,skilled employee / official,1,Low,0,1 year - 4 years,14.77102200299171
15,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,35,1,single,1,2,skilled employee / official,1,None,0,7 years and up,14.498102224584702
6,FF&E,2,real estate,0,0,1,existing loans paid back duly till now,0,41,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.565038071960329
9,new vehicle,2,No Property,0,0,1,paid,1,29,1,single,1,3,skilled employee / official,1,Low,0,4 years - 7 years,14.178068165061164
42,FF&E,4,real estate,0,0,2,critical/pending loans at other banks,0,36,1,single,1,4,skilled employee / official,1,High,0,1 year - 4 years,15.212250176945703
9,education,1,real estate,0,0,1,existing loans paid back duly till now,0,64,1,single,1,4,unskilled - resident,1,None,0,7 years and up,15.158897418072888
24,electronic equipment,2,car or other,0,0,1,existing loans paid back duly till now,0,28,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,1 year - 4 years,15.112973705377549
18,FF&E,4,car or other,0,0,1,paid,1,44,1,single,1,3,skilled employee / official,1,Low,1,1 year - 4 years,14.255699102130825
15,electronic equipment,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,23,1,single,1,1,skilled employee / official,1,None,0,0 year - 1 year,14.182927598434908
9,FF&E,2,car or other,1,0,2,existing loans paid back duly till now,1,19,0,divorced/separated/married,0,2,skilled employee / official,1,Low,0,0 year - 1 year,14.498607402670718
24,new vehicle,3,car or other,0,0,1,existing loans paid back duly till now,1,25,0,divorced/separated/married,1,4,unskilled - resident,1,Low,0,0 year - 1 year,14.119312012295936
12,education,4,building society savings agreement/life insurance,0,0,3,existing loans paid back duly till now,0,47,1,single,1,4,skilled employee / official,1,Low,1,7 years and up,14.146970252761944
24,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,28,0,divorced/separated/married,1,1,skilled employee / official,1,High,0,4 years - 7 years,14.134691297475426
60,electronic equipment,2,car or other,0,0,2,delay in paying off loans in the past,0,21,1,single,1,4,skilled employee / official,1,Low,0,4 years - 7 years,16.56617314987036
12,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,34,0,divorced/separated/married,1,3,skilled employee / official,1,Low,0,0 year - 1 year,14.216298076521328
42,electronic equipment,3,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,1,26,1,single,1,2,skilled employee / official,1,Low,1,4 years - 7 years,15.290273567071774
18,education,4,real estate,0,0,1,existing loans paid back duly till now,1,27,0,divorced/separated/married,1,1,unemployed / unskilled - non-resident,1,Low,0,None,13.527828485512494
15,FF&E,4,car or other,0,0,2,existing loans paid back duly till now,0,38,1,single,1,4,unskilled - resident,1,Low,0,7 years and up,14.08400981099928
15,education,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,40,1,single,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,1 year - 4 years,15.346554402970362
24,electronic equipment,4,car or other,0,1,2,critical/pending loans at other banks,0,33,1,married/widowed,1,2,skilled employee / official,1,Low,0,4 years - 7 years,14.431236591555637
18,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,32,1,married/widowed,1,1,management / self-employed / highly qualified employee / officer,1,Low,0,4 years - 7 years,14.446782334806132
36,business,4,car or other,0,0,2,delay in paying off loans in the past,1,27,1,single,0,4,skilled employee / official,1,None,0,0 year - 1 year,15.892448969425992
30,FF&E,2,real estate,0,1,2,paid,0,32,1,divorced/separated/married,1,2,skilled employee / official,1,Low,0,1 year - 4 years,15.337864363491262
12,new vehicle,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,26,0,divorced/separated/married,1,2,skilled employee / official,1,High,0,1 year - 4 years,14.141932458731986
24,new vehicle,4,No Property,0,0,1,existing loans paid back duly till now,1,38,1,single,0,3,skilled employee / official,1,Low,1,4 years - 7 years,13.761054372168216
12,education,4,car or other,0,0,1,existing loans paid back duly till now,1,40,1,single,0,4,unskilled - resident,1,Low,0,1 year - 4 years,13.435713196604688
48,education,4,No Property,0,0,1,existing loans paid back duly till now,0,50,1,single,0,1,management / self-employed / highly qualified employee / officer,1,Low,0,4 years - 7 years,15.82720844755759
12,FF&E,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,37,1,single,1,2,unskilled - resident,1,Low,0,1 year - 4 years,14.468876868512377
24,new vehicle,4,real estate,1,0,1,existing loans paid back duly till now,1,45,1,single,1,1,skilled employee / official,1,Low,0,7 years and up,14.649723178802825
36,new vehicle,2,car or other,0,0,4,delay in paying off loans in the past,1,42,1,single,1,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,15.905644729182852
24,used vehicle,4,car or other,0,0,2,critical/pending loans at other banks,0,35,1,single,1,3,skilled employee / official,1,Low,0,4 years - 7 years,14.668222308195558
14,new vehicle,1,No Property,0,0,1,existing loans paid back duly till now,0,22,1,single,0,4,skilled employee / official,1,Low,0,None,15.195032034796736
12,new vehicle,4,car or other,0,0,1,existing loans paid back duly till now,1,41,1,single,1,4,unskilled - resident,1,Low,1,7 years and up,13.696727021974308
48,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,37,1,single,1,3,skilled employee / official,1,None,1,4 years - 7 years,16.140052818310362
30,business,2,car or other,0,0,2,paid,0,28,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,1 year - 4 years,15.255582624764635
18,FF&E,2,No Property,0,0,1,critical/pending loans at other banks,0,41,1,single,1,1,skilled employee / official,1,Low,0,7 years and up,15.66569615566094
12,electronic equipment,3,real estate,0,0,1,existing loans paid back duly till now,0,23,1,married/widowed,0,4,skilled employee / official,1,Low,0,1 year - 4 years,14.075564463298582
12,new vehicle,4,car or other,0,0,1,existing loans paid back duly till now,1,23,1,married/widowed,1,2,skilled employee / official,1,None,0,1 year - 4 years,13.710150042306449
21,FF&E,4,real estate,0,0,2,existing loans paid back duly till now,0,50,1,single,1,2,skilled employee / official,1,Low,0,7 years and up,14.622432752783064
6,FF&E,4,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0,35,1,single,1,1,management / self-employed / highly qualified employee / officer,1,Low,1,None,13.864300722133706
6,education,2,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0,50,0,divorced/separated/married,1,4,unskilled - resident,1,Low,0,1 year - 4 years,13.861439489852676
24,None,4,No Property,1,0,2,critical/pending loans at other banks,0,27,1,single,1,2,management / self-employed / highly qualified employee / officer,1,Low,1,None,15.658279948100072
30,FF&E,4,car or other,0,0,1,paid,0,34,1,single,1,2,skilled employee / official,1,High,1,1 year - 4 years,15.067130015757565
48,business,1,real estate,0,0,1,paid,0,27,0,divorced/separated/married,1,1,skilled employee / official,1,Low,1,1 year - 4 years,15.098941283624926
12,new vehicle,3,building society savings agreement/life insurance,1,0,2,critical/pending loans at other banks,1,43,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,15.393044921385366
30,electronic equipment,4,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0,47,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,14.9197735181412
24,business,3,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,27,1,single,1,3,unskilled - resident,1,Low,0,1 year - 4 years,15.23596477073087
36,business,2,car or other,0,0,2,existing loans paid back duly till now,0,31,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,15.563318139663146
60,new vehicle,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,42,1,single,1,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,16.154041777731788
6,new vehicle,1,car or other,0,0,1,critical/pending loans at other banks,0,24,1,married/widowed,1,2,skilled employee / official,1,High,0,1 year - 4 years,14.5478784516775
21,business,4,real estate,0,0,1,delay in paying off loans in the past,1,41,1,single,1,2,unskilled - resident,1,High,1,0 year - 1 year,14.7632999568978
